,sentence,option1,option2,answer,chatgpt,reason
1077,Robert has no regret for punching Justin in the nose even though _ was the victim of injustice.,Robert,Justin,2,,
1078,Robert has no regret for punching Justin in the nose because _ was the victim of injustice.,Robert,Justin,1,,
1079,The dark circles under Erin's eyes were darker than Cynthia's due to _ being older.,Erin,Cynthia,1,,
1080,The cake got burnt under the heat applied to it. It appears the _ is too small.,cake,heat,1,,
1081,"Harper wanted to wear a cowboy hat and a bolero tie to her party, but the _ didn't fit her head.",tie,hat,2,,
1082,"Laura put fruit in their pie for Lindsey to eat, and _ ate half the pie after that one was done baking.",Laura,Lindsey,2,,
1083,"I started a program for youth that worked better than the old system, because the _ is new.",program,system,1,,
1084,"William was very comfortable entering Kenneth 's personal domain any time, as _ was very self-assured.",William,Kenneth,1,,
1085,Tanya recently finished filling out a job application but not Megan because _ is currently unemployed.,Tanya,Megan,1,,
1086,Tanya recently finished filling out a job application but not Megan because _ is currently working.,Tanya,Megan,2,,
1087,Lawrence had lost a lot of weight on their diet but Hunter wasn't nearly as succesful. _ was now heavy.,Lawrence,Hunter,2,,
1088,Lindsey did not know how to make a good impression for an interview with Tanya. _ was surprised when she did not get the job.,Lindsey,Tanya,1,,
1089,"Tanya wanted to audition for the show that Sarah was casting, so _ watched her routine very carefully.",Tanya,Sarah,2,,
1090,"When it came to taking care of elderly people, Adam was suited for the job more than Brian because _ lived with younger people longer.",Adam,Brian,2,,
1091,Felicia experienced a tummy ache while Tanya did not because _ had not eaten any food.,Felicia,Tanya,2,,
1092,"Erin was self-conscious of her legs and Katrina didn't help by making fun of them, but _ went to the gym to try and help her.",Erin,Katrina,2,,
1093,"While shopping at the mall, Kevin asked Benjamin to help find a red shirt to wear because _ was great at clothing budgeting.",Kevin,Benjamin,2,,
1094,"As a parent, Catherine doesn't let her kids watch movies, but they can watch some TV shows. Catherine thinks the _ are too violent.",movies,TV shows,1,,
1095,"Lindsey loves dogs and doesn't have one of her own. So when Amy visits with her dog, _ gives it treats and spoils it.",Lindsey,Amy,1,,
1096,the scanning tool could not get through the cervix because the _ was too big.,cervix,tool,2,,
1097,the scanning tool could not get through the cervix because the _ was too small.,cervix,tool,1,,
1098,Mary didn't know what the currency of Mexico was but Lindsey knew _ had never been to Mexico before.,Mary,Lindsey,1,,
1099,"Megan sentenced Jennifer to probation for stealing from the grocery store, _ obeys the laws that are written.",Megan,Jennifer,1,,
1100,"Mary thinks Sarah has beautiful skin, even though _ actually has the better complexion of the two.",Mary,Sarah,1,,
1101,"Patricia loved the smell of Rachel's shampoo, so she asked where to buy it. _ gave her a bottle the next day.",Patricia,Rachel,2,,
1102,Donald had to drive Matthew to the doctor immediately because _ was feeling lightheaded and dizzy.,Donald,Matthew,2,,
1103,"The apartment Brett rented was owned by Jason, so _ sent the rent for the apartment each month.",Brett,Jason,1,,
1104,"The apartment Brett rented was owned by Jason, so _ received the rent for the apartment each month.",Brett,Jason,2,,
1105,"I don't want to use that iron on my new shirt, and, yes, it's because the _ is too expensive.",iron,shirt,2,,
1106,"I don't want to use that iron on my new shirt, and, yes, it's because the _ is too cheap.",iron,shirt,1,,
1107,The wound caused by the bullet needed more care than the one caused by the knife because the _ wound was superficial.,bullet,knife,2,,
1108,"Kyle was in a lot of pain after running the marathon in place of Brian, but _ appreciated the support of his cause.",Kyle,Brian,2,,
1109,Amy asked Maria how to make homemade candles to give as gifts. _ knew she had a lot of experience making them.,Amy,Maria,1,,
1110,Patricia liked to lie around in a hammock all day but Megan did not because _ was very sedentary.,Patricia,Megan,1,,
1111,Hank was eating cereal and spilt milk on his hot pants and decided to get his pleated pants. He needed to change into new leggings because the _ are clean.,hot pants,pleated pants,2,,
1112,Sara's cat got fleas so she bought a treatment and put it on the cat's neck. The cat was unhappy and tried to lick it off the _ .,neck,treatment,1,,
1113,Derrick always wanted to wash when they woke up but Benjamin rarely bothered. _ was a very dirty person.,Derrick,Benjamin,2,,
1114,Derrick always wanted to wash when they woke up but Benjamin rarely bothered. _ was a very clean person.,Derrick,Benjamin,1,,
1115,"Natalie is a forest ranger, Jessica is a cook therefore _ probably can't tell you how to plant your pine tree.",Natalie,Jessica,2,,
1116,Justin brought a a saw and hammer to prepare making a cupboard for Benjamin because _ is his employer.,Justin,Benjamin,2,,
1117,Patricia was on a diet and did not eat the cookies Rebecca baked for her. _ was jealous.,Patricia,Rebecca,1,,
1118,"Kenneth's back is being tended to by Derrick at the office, so _ is the client in this situation.",Kenneth,Derrick,1,,
1119,Justin used a stencil on their presentation lettering but Derrick did not. _ had a very sloppy looking presentation.,Justin,Derrick,2,,
1120,Justin used a stencil on their presentation lettering but Derrick did not. _ had a very neat looking presentation.,Justin,Derrick,1,,
1121,"The mirror didn't lie when it showed how overweight Patricia was and how emaciated Felicia was, so _ needed to go on diet.",Patricia,Felicia,1,,
1122,"The stores used posters instead of flyers, because the overall cost of distribution for the _ was cheaper.",posters,flyers,1,,
1123,"The stores used posters instead of flyers, but the overall cost of distribution for the _ was cheaper.",posters,flyers,2,,
1124,"With my ankle sprain, I am not able to put my foot in my shoe because the _ is too fat.",sprain,shoe,1,,
1125,"Logan could eat gluten while Adam could not, and _ always had a smaller variety of foods to choose from.",Logan,Adam,2,,
1126,"Maria wasn't aware that Erin was coming up behind them, because _ was generally sneaky.",Maria,Erin,2,,
1127,Michael was a better employer than Joel so _ had to worry about retaining employees.,Michael,Joel,2,,
1128,Michael was a better employer than Joel so _ did not have to worry about retaining employees.,Michael,Joel,1,,
1129,James was suffering from nausea and decided to drink ginger tea but the _ was too meek.,tea,nausea,1,,
1130,Two friends wanted a tan look but Joel was impatient while Robert wasn't. _ used bronzer to get a tan look.,Joel,Robert,1,,
1131,Playing basketball came easier for Cynthia than Jennifer but _ had more control of their body movements.,Cynthia,Jennifer,2,,
1132,Playing basketball came easier for Cynthia than Jennifer but _ had less control of their body movements.,Cynthia,Jennifer,1,,
1133,The lady was blushing when she walked passed Amy but not Carrie because _ was intrigued by her.,Amy,Carrie,1,,
1134,"Dennis's home just burned down, but luckily Donald's was spared. So, now _ is grateful.",Dennis,Donald,2,,
1135,Megan focused more on proper posture than Lindsey because _ wanted to become a model.,Megan,Lindsey,1,,
1136,Megan focused less on proper posture than Lindsey because _ wanted to become a model.,Megan,Lindsey,2,,
1137,Victoria had no issues with Achilles Tendinitis unlike Betty because _ never wore sneakers with cushion.,Victoria,Betty,2,,
1138,Katrina did not value the antique pictures as much as Lindsey because _ was a history buff.,Katrina,Lindsey,2,,
1139,Ryan's boil cleared up right away while Christopher's boil got infected due to _ applying medicine later.,Ryan,Christopher,2,,
1140,"Jason went zooming down Brett's street way too fast on his motorcycle, causing _ great excitement.",Jason,Brett,1,,
1141,"Angela wanted to find a partner, but Victoria wanted to stay single, because _ was lonely.",Angela,Victoria,1,,
1142,My teeth hurt more after eating the cake than the pie because the _ was not as sweet.,pie,cake,1,,
1143,My teeth hurt more after eating the cake than the pie because the _ was sweeter tasting.,pie,cake,2,,
1144,"On Valentine's Day, Brian receives no flowers, but Kevin gets a lot. _ is probably dating someone.",Brian,Kevin,2,,
1145,"Michael had to learn how to speak Chinese for his job unlike Matthew, because _ worked in China.",Michael,Matthew,1,,
1146,"Michael had to learn how to speak Chinese for his job unlike Matthew, because _ worked in England.",Michael,Matthew,2,,
1147,The boards were used to build the houses instead of the bricks as the _ were sparse.,boards,bricks,2,,
1148,"Betty avoided getting attacked in the dark alley where Elena was mugged, because _ ignored their intuition.",Betty,Elena,2,,
1149,"The actors practiced the scenes in the parking lot more than the scenes in the morgue, because the _ scenes are full of silence.",parking lot,morgue,2,,
1150,"Victoria was interested in babies, but Katrina thought they were annoying, so _ preferred visiting the nursery.",Victoria,Katrina,1,,
1151,"The laws of the government are a lot worse than the rules of schools, because the _ are strict.",laws,rules,1,,
1152,"The kids at camp liked the activities with water, but avoided the sand, because the _ was cleansed.",sand,water,2,,
1153,"When gambling in Las Vegas, Christine usually bets less playing poker than Elena because _ is more cautious.",Christine,Elena,1,,
1154,"Natalie is extremely shy, but Lindsey is good at talking to strangers, which makes _ worse at telemarketing.",Natalie,Lindsey,1,,
1155,Benjamin thought Android was the superior phone system but Ian thought IOS was better. _ bought a new Note 9 from Verizon.,Benjamin,Ian,1,,
